1,ricardo,78
2,ricardo,150
3,ricardo,215
4,ricardo,273
5,ricardo,325
6,ricardo,369
1,reddress,1559
2,reddress,3005
3,reddress,4306
4,reddress,5465
5,reddress,6485
6,reddress,7359
1,soldier,2266
2,soldier,4361
3,soldier,6251
4,soldier,7936
5,soldier,9418
6,soldier,10677
